,fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,Ticker
73,2019-09-30,USD,199099000000,79054000000,23255000000,43401000000,18766000000,16887000000,173787000000,67662000000,None,14734000000,None,14734000000,54719000000,1420000000,20146000000,257000000,14535000000,142591000000,72136000000,35794000000,8981000000,15061000000,2841000000,72055000000,15996000000,25411000000,2841000000,22472000000,25411000000,28961000000,10925000000,56508000000,1837000000,27952000000,5000000,495000000,AMZN
74,2019-06-30,USD,191351000000,76790000000,22616000000,41463000000,18580000000,16747000000,164892000000,64723000000,None,14727000000,None,14727000000,51831000000,1501000000,18847000000,418000000,13462000000,138290000000,69678000000,36063000000,9075000000,13151000000,1636000000,70212000000,15350000000,25066000000,1636000000,23329000000,25066000000,26140000000,10149000000,53061000000,1837000000,25818000000,5000000,494000000,AMZN
75,2019-03-31,USD,178102000000,69431000000,23115000000,37020000000,16432000000,15979000000,88572000000,61048000000,None,14708000000,None,14708000000,42421000000,594000000,13905000000,359000000,12783000000,129692000000,63695000000,31809000000,None,1608000000,1608000000,34122000000,14884000000,25031000000,1608000000,23322000000,25031000000,24588000000,9400000000,48410000000,1837000000,23193000000,5000000,492000000,AMZN
76,2018-12-31,USD,162648000000,75101000000,31750000000,41250000000,17174000000,16677000000,91662000000,61797000000,33973000000,18658000000,4110000000,14548000000,40567000000,440000000,9500000000,418000000,11202000000,119099000000,68391000000,38192000000,15836000000,9071000000,1371000000,61758000000,None,24965000000,1371000000,23495000000,24965000000,23663000000,17563000000,43549000000,1837000000,19625000000,5000000,491000000,AMZN
77,2018-09-30,USD,143695000000,59885000000,20425000000,29765000000,15862000000,14258000000,83813000000,58019000000,None,14553000000,14553000000,14553000000,31465000000,573000000,9340000000,604000000,11238000000,104570000000,55324000000,30904000000,None,6944000000,44000000,59146000000,None,24829000000,44000000,24684000000,24829000000,18420000000,24562000000,39125000000,1837000000,16616000000,5000000,489000000,AMZN
78,2018-06-30,USD,134100000000,54481000000,19823000000,27050000000,14824000000,12607000000,79625000000,54768000000,None,13944000000,13944000000,13944000000,19516000000,577000000,7227000000,707000000,10907000000,99105000000,50801000000,27657000000,7204000000,6631000000,31000000,58504000000,None,24770000000,31000000,24638000000,24770000000,17140000000,23666000000,34995000000,1837000000,13733000000,5000000,487000000,AMZN
79,2018-03-31,USD,126362000000,50829000000,16676000000,24963000000,13840000000,12026000000,75538000000,52331000000,None,13388000000,13388000000,13388000000,17087000000,497000000,8287000000,2740000000,9814000000,94899000000,48045000000,25172000000,7282000000,6253000000,53000000,56454000000,None,24792000000,53000000,24640000000,24792000000,16691000000,22214000000,31463000000,1837000000,11199000000,5000000,485000000,AMZN
80,2023-01-31,USD,98849000000,26395000000,7016000000,12556000000,None,10755000000,69541000000,2913000000,None,55693000000,7125000000,48568000000,10164000000,4672000000,5540000000,3132000000,2800000000,40490000000,25891000000,None,17376000000,1439000000,1772000000,15133000000,534000000,10601000000,1182000000,9419000000,10601000000,6743000000,2283000000,58359000000,4000000000,7585000000,1000000,1009000000,CRM
81,2022-10-31,USD,91884000000,19209000000,6076000000,12097000000,None,4275000000,69161000000,3514000000,None,56153000000,7598000000,48555000000,10966000000,5124000000,6021000000,3016000000,2679000000,32533000000,18227000000,None,11193000000,1182000000,1749000000,14306000000,3398000000,10600000000,1182000000,9418000000,10600000000,5285000000,2057000000,59351000000,1743000000,7683000000,1000000,997000000,CRM
82,2022-07-31,USD,94148000000,21246000000,6931000000,13758000000,None,4745000000,69527000000,3375000000,None,56640000000,8072000000,48568000000,11726000000,5124000000,6827000000,2968000000,2669000000,34050000000,20080000000,None,12825000000,1183000000,1809000000,13970000000,3206000000,10599000000,1183000000,9416000000,10599000000,5446000000,1974000000,60098000000,None,7473000000,1000000,997000000,CRM
83,2022-04-30,USD,93022000000,20411000000,6859000000,13749000000,None,3952000000,69743000000,2868000000,None,56878000000,8559000000,48319000000,11580000000,4936000000,6890000000,2956000000,2693000000,34146000000,19899000000,None,13636000000,1002000000,1660000000,14247000000,3388000000,10597000000,1002000000,9595000000,10597000000,13636000000,1922000000,58876000000,None,7405000000,1000000,991000000,CRM
84,2022-01-31,USD,95209000000,22850000000,5464000000,10907000000,None,9739000000,69944000000,2415000000,None,56915000000,8978000000,47937000000,9857000000,4784000000,5443000000,2574000000,2623000000,37078000000,21788000000,None,15628000000,118000000,686000000,15561000000,271000000,10596000000,4000000,10592000000,10596000000,5474000000,1995000000,58131000000,0,7377000000,1000000,989000000,CRM
85,2021-10-31,USD,87436000000,15957000000,4753000000,9994000000,None,4019000000,71479000000,2768000000,None,57423000000,9472000000,47951000000,8642000000,4004000000,5241000000,2547000000,2525000000,30382000000,15035000000,None,10116000000,20000000,688000000,15347000000,3410000000,10611000000,20000000,10591000000,10611000000,4231000000,2034000000,57054000000,None,7405000000,1000000,980000000,CRM
86,2021-07-31,USD,88658000000,16256000000,6299000000,10661000000,None,4074000000,72402000000,2711000000,None,57849000000,9746000000,48103000000,7456000000,4105000000,4362000000,2532000000,2794000000,33138000000,17393000000,None,11067000000,1342000000,2052000000,15745000000,3591000000,11931000000,1342000000,10589000000,11931000000,11067000000,2278000000,55520000000,None,6937000000,1000000,933000000,CRM
87,2021-04-30,USD,64885000000,20444000000,8544000000,16374000000,None,3174000000,44441000000,2490000000,None,30565000000,3925000000,26640000000,10423000000,3944000000,7830000000,2247000000,2641000000,22318000000,15323000000,None,11158000000,4000000,726000000,6995000000,3460000000,2689000000,4000000,2672000000,2689000000,11884000000,1589000000,42567000000,None,6402000000,1000000,921000000,CRM
88,2021-01-31,USD,66301000000,21889000000,6195000000,14034000000,None,7786000000,44606000000,2459000000,1955000000,30432000000,4114000000,26318000000,11748000000,3909000000,7839000000,2137000000,2693000000,24808000000,17728000000,None,12607000000,39000000,13000000,7173000000,93000000,2677000000,4000000,2673000000,2690000000,12607000000,1565000000,41493000000,None,5933000000,1000000,919000000,CRM
89,2020-10-31,USD,59136000000,14946000000,3724000000,11753000000,None,3316000000,44190000000,2564000000,None,30711000000,4398000000,26313000000,11956000000,3927000000,8029000000,2138000000,2564000000,18826000000,12234000000,None,7923000000,4000000,765000000,6592000000,3168000000,2691000000,4000000,2672000000,2691000000,41000000,1517000000,40310000000,None,5666000000,1000000,911000000,CRM
90,2020-07-31,USD,57780000000,14846000000,4052000000,10147000000,None,3445000000,42934000000,2528000000,None,30977000000,4676000000,26301000000,8650000000,2555000000,6095000000,2118000000,2580000000,19340000000,12963000000,None,8711000000,3000000,767000000,6377000000,3174000000,2692000000,3000000,2673000000,2692000000,8805000000,1297000000,38440000000,None,4585000000,1000000,904000000,CRM
91,2020-04-30,USD,53623000000,14713000000,5772000000,9802000000,None,3076000000,38910000000,2518000000,None,29754000000,4488000000,25266000000,5932000000,1902000000,4030000000,1835000000,582000000,19058000000,12843000000,None,9112000000,746000000,742000000,6215000000,3164000000,2693000000,4000000,2673000000,2693000000,9854000000,1120000000,34565000000,None,1960000000,1000000,896000000,CRM
92,2020-01-31,USD,55126000000,15963000000,4145000000,7947000000,None,6174000000,39552000000,2375000000,1801000000,29858000000,4724000000,25134000000,5765000000,1963000000,3802000000,1842000000,579000000,21241000000,14845000000,None,10662000000,807000000,750000000,6728000000,332000000,2694000000,4000000,2673000000,2694000000,11412000000,1278000000,33885000000,None,1861000000,1000000,893000000,CRM
93,2019-10-31,USD,49942000000,11026000000,3868000000,6529000000,None,2573000000,39321000000,2365000000,None,30009000000,4987000000,25022000000,4421000000,1760000000,2661000000,1924000000,529000000,16663000000,10474000000,None,6858000000,803000000,735000000,6523000000,334000000,2845000000,3000000,2824000000,2845000000,7593000000,830000000,33279000000,None,2109000000,1000000,879000000,CRM
94,2019-07-31,USD,33336000000,9903000000,3510000000,6042000000,None,2332000000,23854000000,2283000000,None,14924000000,1725000000,13199000000,4146000000,1614000000,2532000000,1529000000,603000000,16170000000,10195000000,None,7142000000,786000000,706000000,6311000000,336000000,2996000000,4000000,2973000000,2996000000,7848000000,661000000,17166000000,None,2218000000,1000000,776000000,CRM
95,2019-04-30,USD,33154000000,10035000000,4110000000,6379000000,None,2153000000,23556000000,2243000000,None,14648000000,1794000000,12854000000,3817000000,1548000000,2269000000,1503000000,677000000,16708000000,10488000000,None,7585000000,857000000,675000000,6579000000,359000000,3197000000,4000000,3173000000,3197000000,8260000000,664000000,16446000000,None,2127000000,1000000,771000000,CRM
96,2019-01-31,USD,30737000000,10683000000,2669000000,4342000000,None,4924000000,19902000000,2051000000,1783000000,14774000000,1923000000,12851000000,2975000000,1302000000,1673000000,1417000000,695000000,15132000000,11255000000,165000000,8564000000,3000000,3000000,3877000000,None,3198000000,3000000,3173000000,3198000000,2523000000,704000000,15605000000,None,1735000000,1000000,770000000,CRM
97,2018-10-31,USD,26588000000,6870000000,2105000000,3450000000,None,2037000000,19594000000,1998000000,1726000000,14901000000,2053000000,12848000000,2596000000,1251000000,1345000000,1350000000,436000000,11895000000,8022000000,160000000,5376000000,706000000,706000000,3873000000,None,3699000000,503000000,3173000000,3699000000,730000000,700000000,14693000000,None,1373000000,1000000,760000000,CRM
98,2018-07-31,USD,25823000000,6802000000,2319000000,3427000000,None,1980000000,18901000000,1986000000,1635000000,14230000000,1976000000,12254000000,3418000000,1202000000,1108000000,1356000000,459000000,12295000000,8469000000,201000000,5883000000,708000000,708000000,3826000000,None,3700000000,503000000,3173000000,3700000000,700000000,653000000,13527000000,None,1269000000,1000000,747000000,CRM
99,2018-04-30,USD,22963000000,10151000000,5922000000,7159000000,None,1763000000,11648000000,1950000000,1541000000,8259000000,815000000,7444000000,2261000000,1024000000,1237000000,1195000000,392000000,11903000000,7895000000,134000000,6201000000,103000000,103000000,4008000000,None,3200000000,3000000,3172000000,3200000000,648000000,836000000,11060000000,None,969000000,1000000,729000000,CRM
100,2022-12-31,USD,10757151000,6050473000,1649328000,1649328000,None,None,4706678000,485966000,None,390148000,390148000,1836282000,None,1953460000,3403622000,139659000,None,2518262000,856008000,None,None,None,18161000,1662254000,483296000,913312000,None,None,1396608000,15548000,None,8238889000,None,-522276000,8747432000,1273338804,SHOP
101,2022-09-30,USD,11203285000,6012986000,1378251000,1378251000,None,None,5190299000,478201000,None,410819000,410819000,1836282000,None,2421747000,3563181000,152322000,None,2510277000,905221000,None,None,None,17024000,1605056000,386155000,912724000,None,None,1298879000,292083000,None,8693008000,None,101418000,8653011000,1269425226,SHOP
102,2022-06-30,USD,10747630000,7857764000,3350781000,3350781000,None,None,2889866000,338762000,None,133129000,133129000,379345000,None,1993867000,3604010000,113247000,None,2030502000,703208000,None,None,None,25668000,1327294000,280085000,912137000,None,None,1192222000,4125000,None,8717128000,None,259827000,8244560000,1262011665,SHOP
103,2022-03-31,USD,11834457000,8074881000,2451545000,2451545000,None,None,3759576000,329775000,None,131608000,131608000,356528000,None,2694997000,4795145000,113063000,None,2044862000,681932000,None,None,None,19344000,1362930000,283878000,911549000,None,None,1195427000,8294000,None,9789595000,None,1463734000,8150878000,1260130660,SHOP
104,2021-12-31,USD,13340172000,8539320000,2502992000,2502992000,None,None,4800852000,301914000,None,138496000,138496000,356528000,None,3749667000,5265101000,103273000,None,2206831000,702733000,None,None,None,15748000,1504098000,262524000,910963000,None,None,1173487000,106494000,None,11133341000,None,2938142000,8040099000,1257347550,SHOP
105,2021-09-30,USD,13536518000,8332751000,2189613000,2189613000,None,None,5203767000,215201000,None,141929000,141929000,349432000,None,4445132000,5329081000,80892000,None,2166241000,596557000,None,None,None,15618000,1569684000,189808000,910376000,None,None,1100184000,26498000,None,11370277000,None,3309453000,7930690000,1276191880,SHOP
