,fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,Ticker
1390,2019-07-31,USD,827316000,364241000,201489000,201489000,None,117903000,465730000,161868000,224719000,18740000,None,18740000,None,None,None,4943000,16324000,805050000,458023000,18831000,661634000,74025000,74025000,347027000,62254000,40000000,37784000,40000000,114025000,50110000,6732000,22266000,1177000,-1206960000,15000,147722000,BOX
1391,2019-04-30,USD,825721000,367573000,231436000,231436000,None,93655000,186775000,153049000,211414000,18740000,None,18740000,None,None,None,3559000,12393000,795183000,444730000,12690000,None,None,68765000,64236000,53407000,40000000,36701000,40000000,108765000,50373000,6693000,30538000,1177000,-1170726000,15000,146497000,BOX
1392,2019-01-31,USD,650161000,428554000,217518000,217518000,None,175130000,170401000,137703000,198823000,18740000,None,18740000,None,None,None,3237000,11046000,618756000,463200000,15431000,750041000,28317000,28317000,155556000,44597000,40000000,None,40000000,68317000,65862000,49508000,31405000,1177000,-1133898000,14000,144311000,BOX
1393,2018-10-31,USD,546887000,339627000,200104000,200104000,None,105714000,162474000,133374000,187212000,18740000,18740000,18740000,None,None,None,3385000,7529000,521241000,377988000,14038000,None,24285000,24285000,143253000,33965000,40000000,24285000,40000000,64285000,58376000,4176000,25646000,1177000,-1114204000,14000,286775495,BOX
1394,2018-07-31,USD,545424000,351819000,203726000,203726000,None,114779000,152232000,125357000,177260000,18740000,18740000,18740000,None,None,None,3029000,5211000,510297000,369337000,12960000,None,21341000,21341000,140960000,31777000,40000000,21341000,40000000,61341000,53271000,3879000,35127000,1177000,-1074008000,14000,283211601,BOX
1395,2018-04-30,USD,528479000,340807000,217116000,217116000,None,91025000,149120000,124518000,166486000,16303000,10000,16293000,None,None,None,4187000,5226000,481864000,340751000,14485000,286900000,20421000,20421000,118591000,29941000,40000000,20421000,40000000,60421000,41418000,3034000,46615000,1177000,-1035923000,13000,279950000,BOX
1396,2022-12-31,USD,7299736000,2786107000,697999000,697999000,None,1556786000,4752074000,264581000,304330000,3514925000,584714000,2930211000,None,None,None,531322000,297531000,7071938000,3597600000,83225000,4965754000,7800000,107517000,3680497000,696984000,2487200000,7800000,2453607000,2461407000,963096000,423464000,227798000,5707104000,3856826000,82000,79164000,IT
1397,2022-09-30,USD,6525954000,1980255000,528687000,528687000,None,1047140000,4545699000,256176000,None,3539973000,603833000,2936140000,None,None,None,404428000,288640000,6590880000,3085893000,None,4521394000,7335000,7335000,3536036000,614442000,2489135000,7335000,2454853000,2462188000,848910000,435692000,-64926000,5696412000,3600012000,82000,79259000,IT
1398,2022-06-30,USD,6590594000,1981282000,360473000,360473000,None,1171996000,4609312000,250315000,None,3588625000,645368000,2943257000,None,None,None,448813000,288821000,6733461000,3178382000,None,4863598000,6868000,6868000,3590735000,646677000,2490468000,6868000,2455506000,2462374000,775371000,452896000,-142867000,5601584000,3426467000,82000,80271000,IT
1399,2022-03-31,USD,6985453000,2273929000,456175000,456175000,None,1326398000,4711524000,258364000,None,3633850000,684529000,2949321000,None,None,None,491356000,306020000,6867300000,3260416000,None,4935966000,6400000,6400000,3653141000,677616000,2491800000,6400000,2456166000,2462566000,832290000,473102000,118153000,5128256000,3221542000,82000,82020000,IT
1400,2021-12-31,USD,7416324000,2620080000,756493000,756493000,None,1365180000,5049801000,273562000,381325000,3665735000,714418000,2951317000,None,None,None,498407000,308689000,7045266000,3378780000,49277000,4572422000,5931000,95685000,3924687000,787520000,2493131000,5931000,2456833000,2462764000,928232000,511887000,371058000,4671516000,3049027000,82000,82473000,IT
1401,2021-09-30,USD,6994639000,2108848000,765500000,765500000,None,969966000,4885791000,297020000,None,3696877000,743950000,2952927000,None,None,None,373352000,275577000,6660132000,2904544000,None,4161902000,5326000,5326000,3807631000,740088000,2494461000,5326000,2457643000,2462969000,870310000,557857000,334507000,4475969000,2839668000,82000,83566000,IT
1402,2021-06-30,USD,7188340000,2257166000,796257000,796257000,None,1102562000,4931174000,309222000,None,3730945000,775479000,2955466000,None,None,None,358347000,272875000,6660702000,2909606000,None,4367738000,5322000,5322000,3782922000,745108000,2495790000,5322000,2457854000,2463176000,752241000,548134000,527638000,4111995000,2690803000,82000,85712000,IT
1403,2021-03-31,USD,6937858000,1997856000,445995000,445995000,None,1175426000,4940002000,322610000,None,3720941000,777441000,2943500000,None,None,None,376435000,262655000,6046264000,2812421000,None,4228630000,20519000,20519000,3259695000,765125000,1995919000,20519000,1949078000,1969597000,703439000,519640000,891594000,3438350000,2419567000,82000,88352000,IT
1404,2020-12-31,USD,7315967000,2323058000,712583000,712583000,None,1241508000,5195004000,336765000,339603000,3752545000,806998000,2945547000,None,None,None,368967000,256316000,6225539000,2947494000,38588000,4002604000,20515000,104510000,3511693000,864161000,2006046000,20515000,1958286000,1978801000,741802000,539593000,1090428000,3034823000,2255467000,82000,89339000,IT
1405,2020-09-30,USD,6840602000,1865404000,553715000,553715000,None,948864000,4975198000,332891000,None,3759702000,820994000,2938708000,None,None,None,362825000,230792000,5803099000,2521562000,None,3473684000,20511000,20511000,3307588000,785705000,1957473000,20511000,1957473000,1977984000,790260000,538359000,1037503000,2928369000,2135860000,82000,89378000,IT
1406,2020-06-30,USD,6810294000,1767185000,356633000,356633000,None,1048519000,5043109000,343563000,None,3782984000,847375000,2935609000,None,None,None,362033000,248052000,5819075000,2539322000,None,3565856000,38019000,38019000,3297417000,802119000,1937232000,38019000,1937232000,1975251000,736039000,540402000,991219000,2927093000,2118896000,82000,89323000,IT
1407,2020-03-31,USD,6800346000,1772618000,227850000,227850000,None,1148565000,5027728000,346579000,None,3791816000,864150000,2927666000,None,None,None,396203000,211315000,5910071000,2530338000,None,3729230000,225727000,149003000,3396964000,813883000,2035273000,149003000,2035273000,2184276000,533951000,530577000,890275000,2927262000,2063819000,82000,89219000,IT
1408,2019-12-31,USD,7151294000,2018741000,280836000,280836000,None,1326012000,5296755000,344579000,291356000,3862813000,925087000,2937726000,None,None,None,411893000,222245000,6212701000,2856534000,32995000,3904858000,216234000,216234000,3599449000,909049000,4384814000,139718000,2043888000,2183606000,671407000,479746000,938593000,2871546000,1988722000,82000,89427000,IT
1409,2019-09-30,USD,6737344000,1706505000,306727000,306727000,None,1028320000,5030839000,300612000,None,3876020000,936313000,2939707000,None,None,14100000,371458000,201934000,5817687000,2527263000,None,3637838000,210603000,130433000,3306208000,776562000,2051507000,130433000,2051507000,2181940000,593695000,462355000,919657000,2805552000,1921021000,82000,89846000,IT
1410,2019-06-30,USD,6729641000,1691104000,218453000,218453000,None,1112856000,5038537000,291280000,None,3903734000,973437000,2930297000,None,None,None,359795000,205822000,5765839000,2482151000,None,3625454000,194407000,121148000,3300084000,768243000,2059131000,121148000,2059131000,2180279000,564672000,456314000,963802000,2711312000,1879633000,82000,90112000,IT
1411,2019-03-31,USD,6714675000,1716013000,149270000,149270000,None,1178859000,4364520000,271448000,None,3922791000,1016055000,2906736000,None,None,None,387884000,170281000,5857778000,2568918000,None,None,204863000,204863000,2537038000,769155000,2094758000,204863000,2094758000,2299621000,526551000,424947000,856897000,2710464000,1776227000,82000,89882000,IT
1412,2018-12-31,USD,6201474000,1811739000,156368000,156368000,None,1255118000,424034000,267665000,246697000,3965701000,1042565000,2923136000,None,None,None,400253000,156369000,5350717000,2620935000,37508000,3532876000,165578000,165578000,2776406000,None,4621992000,165578000,2116109000,2281687000,652880000,613673000,850757000,2688600000,1755432000,82000,90401000,IT
1413,2018-09-30,USD,5944817000,1535340000,210997000,210997000,None,979181000,4409477000,246061000,None,3996585000,1085736000,2910849000,None,22860000,2295000,345162000,166831000,5003269000,2343596000,None,None,93294000,93294000,2676515000,None,2077466000,93294000,2077466000,2170760000,599655000,582207000,941548000,2517807000,1671412000,82000,90854000,IT
1414,2018-06-30,USD,6152937000,1608484000,141805000,141805000,None,1083990000,4544453000,225901000,None,4151810000,1177297000,2974513000,None,22380000,18151000,382689000,166742000,5231505000,2513804000,None,None,284009000,284009000,2735560000,None,2146829000,284009000,2146829000,2430838000,542071000,570872000,921432000,2512332000,1659658000,82000,91048000,IT
1415,2018-03-31,USD,6915028000,2310662000,189979000,189979000,None,1134964000,4604366000,223086000,None,4204413000,1247771000,2956642000,None,17314000,18143000,985719000,176867000,5927457000,3185856000,None,1719637000,789724000,789724000,2741601000,None,2186061000,789724000,2186061000,2975785000,676495000,555540000,987571000,2446761000,1613980000,82000,91005000,IT
1416,2023-01-31,USD,3012720000,1631004000,721895000,1031666000,None,516914000,1382985000,199892000,None,423899000,70280000,353619000,638819000,186049000,309771000,69987000,79484000,2395433000,2208322000,24393000,1189792000,722887000,24055000,187111000,165403000,722887000,722887000,0,722887000,2159874000,18115000,617287000,1785000,-1598684000,20000,201904000,DOCU
1417,2022-10-31,USD,2731584000,1480385000,632620000,632620000,None,422612000,1123216000,196127000,None,427655000,75232000,352423000,None,129783000,342730000,68814000,75521000,2263078000,1449531000,47176000,1103439000,36921000,71634000,813547000,115950000,721782000,36921000,684861000,721782000,242524000,21807000,468506000,1785000,-1603547000,20000,201069000,DOCU
1418,2022-07-31,USD,2667346000,1422782000,637186000,994725000,None,339528000,1246264000,186229000,None,434572000,81246000,353326000,490777000,133238000,357539000,79142000,67349000,2260215000,1402245000,44449000,1088430000,None,43479000,857970000,133958000,720677000,None,720677000,720677000,240517000,21861000,407131000,1648000,-1535647000,20000,200771000,DOCU
1419,2022-04-30,USD,2574131000,1362524000,638190000,967615000,None,300872000,1213007000,183704000,None,441333000,87277000,354056000,500793000,94751000,329425000,80669000,61470000,2225182000,1343716000,26213000,1065328000,16000,37293000,881466000,152269000,719632000,16000,719616000,719632000,1280210000,22001000,348949000,1648000,-1465562000,20000,199920000,DOCU
1420,2022-01-31,USD,2541265000,1319596000,509059000,802822000,None,440950000,1222009000,184664000,None,453874000,98816000,355058000,502916000,94938000,293763000,63236000,50337000,2265762000,1371639000,52804000,1046616000,None,37404000,894123000,163744000,718487000,0,718487000,718487000,251540000,23255000,275503000,1532000,-1438189000,20000,198834000,DOCU
1421,2021-10-31,USD,2410503000,1206589000,503884000,818458000,None,305599000,1204514000,177832000,None,458155000,102802000,355353000,503648000,89455000,314574000,67842000,45791000,2170934000,1260367000,47712000,957181000,17510000,6000000,910567000,171468000,730331000,11510000,718821000,736331000,225806000,32057000,239569000,1532000,-1407744000,20000,197754000,DOCU
1422,2021-07-31,USD,2355687000,1182789000,518577000,822869000,None,284730000,1173798000,173983000,None,465922000,110327000,355595000,504195000,64088000,304292000,61197000,38680000,2143811000,1209630000,33612000,932757000,20632000,18600000,934181000,180976000,732304000,2032000,730272000,750904000,224416000,33322000,211876000,1219000,-1402068000,20000,196467000,DOCU
1423,2021-04-30,USD,2297120000,1111436000,518972000,780632000,None,250365000,1186584000,164128000,None,466520000,115009000,351511000,504465000,94930000,261660000,65172000,33882000,2053883000,1097912000,14870000,847782000,13343000,48120000,955971000,190775000,755920000,13343000,742577000,755920000,205078000,32974000,243237000,1219000,-1376567000,19000,194734000,DOCU
1424,2021-01-31,USD,2336507000,1162348000,566055000,773505000,None,323570000,1175040000,165039000,None,471979000,121828000,350151000,584479000,92717000,207450000,48390000,24942000,2007380000,1093173000,37367000,796134000,20469000,53440000,914207000,198675000,713688000,20469000,693219000,713688000,222724000,32328000,325737000,1048000,-1380452000,19000,192807000,DOCU
1425,2020-10-31,USD,2051119000,929760000,374984000,598574000,None,261085000,1122159000,159652000,None,476918000,128414000,348504000,453783000,76782000,223590000,70101000,22530000,1625087000,923100000,32309000,700902000,None,30633000,701987000,199711000,486149000,None,486149000,486149000,173973000,24069000,426032000,1048000,-1308040000,19000,186531000,DOCU
1426,2020-07-31,USD,2053310000,968023000,404262000,674039000,None,224502000,1086087000,150646000,None,485079000,135825000,349254000,633276000,66265000,269777000,69482000,16659000,1551419000,854038000,33053000,635868000,None,30415000,697381000,208277000,479105000,None,479105000,479105000,166539000,19837000,501891000,None,-1249549000,19000,185137000,DOCU
1427,2020-04-30,USD,1921488000,1043243000,442237000,757949000,None,220602000,879145000,134811000,None,245835000,52241000,193594000,625226000,140117000,315712000,64692000,26312000,1398700000,729590000,21504000,563632000,27613000,27613000,669110000,201363000,472162000,27613000,472162000,472162000,128128000,7097000,522788000,None,-1184989000,18000,183428000,DOCU
1428,2020-01-31,USD,1891138000,943890000,241203000,656142000,None,237841000,948148000,128293000,None,251382000,56500000,194882000,820092000,239729000,414939000,12696000,24678000,1344811000,693965000,28144000,519038000,20728000,20728000,650846000,183160000,465321000,0,465321000,465321000,14994000,6695000,546327000,0,-1137185000,18000,181254000,DOCU
1429,2019-10-31,USD,1786365000,869390000,197697000,653777000,None,159464000,918175000,105917000,None,255783000,60759000,195024000,713863000,257783000,456080000,56149000,24617000,1217003000,588494000,29099000,433081000,18743000,18743000,628509000,169105000,458578000,18743000,458578000,458578000,12956000,5955000,569362000,None,-1089778000,18000,179252000,DOCU
1430,2019-07-31,USD,1761836000,943493000,224290000,750253000,None,138652000,819643000,92078000,None,260497000,65070000,195427000,706109000,180146000,525963000,54588000,23896000,1195157000,574149000,23452000,410518000,17193000,17193000,621008000,167686000,451934000,17193000,451934000,451934000,16563000,6527000,566679000,None,-1043180000,18000,175953000,DOCU
1431,2019-04-30,USD,1738400000,922126000,236476000,752124000,None,117134000,817574000,84094000,None,264265000,69490000,194775000,700331000,184683000,515648000,52868000,23947000,1140718000,522607000,21436000,393046000,16921000,16921000,618111000,171699000,445385000,16921000,445385000,445385000,12973000,6095000,597682000,None,-974548000,17000,173628000,DOCU
1432,2019-01-31,USD,1615417000,984521000,517811000,769014000,None,174548000,632196000,75832000,None,269428000,74203000,195225000,415423000,164220000,251203000,11561000,8833000,1001055000,516313000,19590000,388772000,None,None,480535000,None,438932000,None,438932000,438932000,13903000,9696000,614362000,None,-928778000,17000,169303000,DOCU
1433,2018-10-31,USD,1719436000,1265511000,1094133000,1094133000,None,130611000,455225000,73965000,None,273694000,79161000,194533000,None,None,367000,40767000,9175000,909267000,434636000,22059000,None,None,None,472131000,None,432572000,None,432572000,432572000,17574000,9374000,810169000,None,-862534000,16000,157255000,DOCU
1434,2018-07-31,USD,1169698000,968063000,818795000,818795000,None,108365000,202835000,60415000,None,45508000,10139000,35369000,None,None,367000,40903000,9513000,426228000,389590000,16653000,None,None,None,34139000,None,None,None,None,None,11761000,3803000,743470000,None,-809721000,16000,156785672,DOCU
1435,2018-04-30,USD,614472000,415733000,269429000,269429000,None,104128000,198739000,60095000,None,47352000,11278000,36074000,None,None,367000,30146000,12891000,400346000,362495000,13269000,None,None,None,27281000,None,None,None,None,None,12017000,4419000,-333728000,None,-773007000,4000,36775658,DOCU
1436,2022-12-31,USD,1335171000,1036335000,506815000,800171000,None,197926000,298836000,54114000,142573000,186284000,13986000,172298000,293356000,None,293356000,38238000,5657000,974739000,901657000,29261000,604004000,499486000,11233000,73082000,52216000,499486000,499486000,0,499486000,26472000,24856000,342097000,263000,-906327000,68000,68857000,NEWR
1437,2022-09-30,USD,1304878000,989699000,471064000,833328000,None,112612000,315179000,62183000,142378000,190751000,18453000,172298000,362264000,None,362264000,43759000,6135000,962971000,900110000,34459000,570572000,498851000,11025000,62861000,53867000,498851000,498851000,0,498851000,35125000,18863000,322965000,263000,-880322000,68000,68308000,NEWR
1438,2022-06-30,USD,1334943000,1026103000,303493000,867324000,None,109637000,308840000,65501000,149161000,177021000,13344000,163677000,563831000,None,563831000,49142000,5640000,1010347000,946106000,35260000,665912000,498256000,508493000,64241000,56455000,498256000,498256000,0,498256000,33985000,17949000,308922000,263000,-833547000,67000,67282000,NEWR
1439,2022-03-31,USD,1427666000,1108366000,268695000,828679000,None,226182000,319300000,68368000,148548000,179313000,15636000,163677000,559984000,None,559984000,53505000,4916000,1083276000,515523000,32545000,797724000,None,11103000,567753000,60912000,497663000,0,497663000,497663000,36098000,20173000,322704000,263000,-783308000,66000,66728000,NEWR
1440,2021-12-31,USD,1341478000,1008821000,245827000,779779000,None,177080000,332657000,73432000,148239000,181605000,17928000,163677000,533952000,None,533952000,51962000,5338000,981566000,404672000,25874000,616080000,None,9594000,576894000,61922000,497072000,None,497072000,497072000,24253000,27344000,337348000,263000,-727795000,66000,66136000,NEWR
1441,2021-09-30,USD,1287480000,941226000,231918000,783512000,None,103103000,346254000,78993000,147567000,183610000,19933000,163677000,551594000,None,551594000,54611000,5143000,932169000,363386000,37888000,544492000,None,8928000,568783000,63633000,496482000,None,496482000,496482000,13004000,17037000,341868000,263000,-665089000,65000,65379000,NEWR
1442,2021-06-30,USD,1328092000,965801000,259897000,817120000,None,93477000,362291000,84645000,138282000,185287000,21610000,163677000,557223000,None,557223000,55204000,5976000,970205000,399901000,27631000,635004000,None,7714000,570304000,65292000,495893000,None,495893000,495893000,15779000,15789000,350143000,263000,-611320000,64000,64706000,NEWR
1443,2021-03-31,USD,1398619000,1048256000,240821000,816075000,None,174027000,350363000,91308000,132401000,157239000,12986000,144253000,575254000,None,575254000,58154000,6170000,981255000,462021000,24171000,750536000,None,7886000,519234000,67810000,449380000,None,449380000,449380000,19174000,8256000,413975000,263000,-587116000,64000,63759000,NEWR
1444,2020-12-31,USD,1333509000,979366000,211145000,784617000,None,143775000,354143000,93011000,136242000,158915000,14662000,144253000,573472000,None,573472000,50974000,6785000,900936000,384638000,22034000,606862000,None,62849000,516298000,68449000,443676000,None,443676000,443676000,15838000,8092000,431963000,263000,-525439000,63000,63051000,NEWR
1445,2020-09-30,USD,1243477000,988684000,276843000,839782000,None,101381000,254793000,98718000,129473000,56251000,11139000,45112000,562939000,None,562939000,47521000,7397000,855186000,343914000,26132000,551196000,None,None,511272000,67084000,438054000,None,438054000,438054000,14059000,10004000,387395000,263000,-471813000,61000,60967000,NEWR
1446,2020-06-30,USD,1252100000,992651000,256879000,828890000,None,111296000,259449000,100651000,118550000,57527000,12415000,45112000,572011000,None,572011000,52465000,7750000,857970000,352898000,7925000,599708000,None,None,505072000,67423000,432510000,None,432510000,432510000,11885000,7268000,392857000,263000,-424262000,60000,60242000,NEWR
1447,2020-03-31,USD,1258434000,1000453000,292523000,805097000,None,147361000,257981000,100294000,109594000,58803000,13691000,45112000,565511000,None,512574000,47995000,7325000,866126000,376582000,12565000,316327000,8682000,None,489544000,66076000,427044000,8682000,427044000,427044000,13120000,1940000,390639000,263000,-394506000,60000,59838000,NEWR
1448,2019-12-31,USD,1158193000,895920000,178997000,736659000,None,110590000,262273000,105040000,101213000,59171000,14059000,45112000,557662000,None,557662000,48671000,7270000,782400000,299326000,15582000,237007000,8789000,None,483074000,68638000,421655000,8789000,421655000,421655000,12508000,1460000,373519000,263000,-366547000,59000,59140000,NEWR
1449,2019-09-30,USD,1150371000,894789000,242407000,771475000,None,76954000,255582000,100742000,93253000,54487000,12975000,41512000,529068000,None,529068000,46360000,6580000,776397000,297320000,19502000,233215000,7780000,None,479077000,69293000,416341000,7780000,416341000,416341000,14057000,1184000,371160000,263000,-339352000,59000,58776000,NEWR
1450,2019-06-30,USD,1153166000,900558000,228140000,768935000,None,84173000,252608000,92336000,92223000,54927000,13415000,41512000,540795000,None,540795000,47450000,5731000,791090000,312557000,14513000,255386000,7361000,None,478533000,71644000,411102000,7361000,411102000,411102000,13652000,962000,359731000,263000,-320738000,58000,58395000,NEWR
1451,2019-03-31,USD,1090227000,914332000,234356000,744728000,None,120605000,175895000,80742000,84824000,55367000,13855000,41512000,346768000,None,510372000,48999000,4763000,737864000,315358000,10249000,271597000,None,None,422506000,None,405937000,None,405937000,405937000,14572000,947000,349630000,263000,-305569000,58000,58106000,NEWR
1452,2018-12-31,USD,993839000,866758000,185462000,722311000,None,102433000,127081000,71076000,77792000,18728000,3394000,15334000,362542000,None,536849000,42014000,4536000,664746000,245744000,11237000,None,None,None,419002000,None,400845000,None,400845000,400845000,11054000,899000,325782000,263000,-288727000,57000,57276000,NEWR
1453,2018-09-30,USD,959528000,848585000,196797000,731108000,None,76019000,110943000,62738000,71717000,12746000,918000,11828000,393734000,None,534311000,41458000,4525000,638282000,222528000,10618000,None,None,None,415754000,None,395824000,None,395824000,395824000,9823000,722000,317847000,263000,-278622000,57000,56939000,NEWR
1454,2018-06-30,USD,918490000,816573000,554875000,720936000,None,59366000,101917000,54932000,66332000,12943000,1115000,11828000,143715000,None,166061000,36271000,5065000,614142000,212971000,4304000,None,None,390873000,401171000,None,390873000,390873000,390873000,390873000,8843000,733000,304348000,263000,-270286000,57000,56498000,NEWR
1455,2018-03-31,USD,443326000,362999000,132479000,247920000,None,99488000,80327000,53899000,67049000,13140000,1312000,11828000,96924000,None,115441000,15591000,5086000,228222000,218651000,2985000,190282000,None,None,9571000,None,None,None,0,None,8619000,775000,215104000,263000,-305484000,56000,55953000,NEWR
1456,2023-01-31,USD,6343923000,3870684000,690587000,2006934000,None,1572604000,2237637000,108540000,195504000,1536508000,119588000,1416920000,1379759000,41700000,1316347000,291146000,42493000,6454436000,3035670000,15299000,1748787000,775656000,775656000,3418766000,202268000,3099289000,775656000,3099289000,3099289000,587030000,26107000,-110513000,989362000,-3786735000,171000,164833781,SPLK
1457,2022-10-31,USD,5251345000,2960457000,832929000,1757225000,None,976580000,2078147000,112976000,184877000,1524362000,122734000,1401628000,1016808000,41325000,924296000,226652000,45815000,5820993000,2434529000,18433000,1256951000,775233000,775233000,3386464000,199118000,3097311000,775233000,3097311000,3097311000,452894000,21053000,-569648000,1000000000,-4055527000,170000,163472297,SPLK
1458,2022-07-31,USD,5209556000,2830453000,747883000,1743393000,None,820115000,2176212000,122189000,173396000,1538300000,136672000,1401628000,1016512000,50060000,995510000,266945000,82890000,5893530000,1733100000,82835000,1218382000,None,None,4160430000,205371000,3870150000,None,3870150000,3870150000,494337000,22455000,-683974000,1000000000,-4022907000,170000,162708914,SPLK
1459,2022-04-30,USD,5209977000,2453442000,814010000,1447898000,None,725652000,2559303000,123296000,162814000,1552349000,150721000,1401628000,1015138000,382933000,633888000,279892000,101690000,5871851000,1689653000,19719000,1305710000,None,None,4182198000,214245000,3866179000,None,3866179000,3866179000,446881000,19117000,-661874000,1000000000,-3813195000,168000,160936666,SPLK
1460,2022-01-31,USD,5790875000,3276887000,1428691000,1715028000,None,1306666000,2318161000,124900000,153542000,1566397000,164769000,1401628000,302024000,46431000,286337000,255193000,103497000,5568104000,2098742000,59206000,1471189000,0,None,3469362000,225556000,3137731000,None,3137731000,3137731000,654931000,19491000,222771000,1000000000,-3808548000,167000,160044675,SPLK
1461,2021-10-31,USD,5088942000,2717744000,1304381000,1609609000,None,866914000,2234598000,128974000,148087000,1580446000,178818000,1401628000,323239000,43788000,305228000,241221000,87172000,4911234000,1524696000,35617000,1013621000,None,None,3386538000,207291000,3095842000,None,3095842000,3095842000,545116000,13747000,177708000,1000000000,-3667725000,166000,158781806,SPLK
1462,2021-07-31,USD,6046324000,3652671000,2231165000,2498200000,None,882436000,2289369000,132841000,138172000,1594532000,192904000,1401628000,323609000,36889000,267035000,272035000,91411000,4911659000,1543009000,45789000,1034609000,None,219242000,3368650000,219242000,3054463000,None,3054463000,3054463000,543150000,14406000,1134665000,229515000,-3324403000,165000,163400853,SPLK
1463,2021-04-30,USD,5297865000,3018197000,1845198000,1865394000,None,775942000,2201164000,138958000,130685000,1526202000,191314000,1334888000,24055000,13603000,20196000,376861000,85532000,4051634000,1398153000,48849000,1010102000,None,226019000,2653481000,226019000,2329193000,None,2329193000,2329193000,425390000,12081000,1246231000,None,-2940452000,164000,163914276,SPLK
1464,2021-01-31,USD,5868486000,3272380000,1771064000,1858911000,None,1114199000,2531837000,182780000,125741000,1541041000,206153000,1334888000,91331000,13728000,87847000,299270000,85422000,4274481000,1524748000,9319000,1140902000,None,None,2749733000,330970000,2302635000,None,2302635000,2302635000,484945000,5710000,1594005000,0,-2469451000,163000,163147139,SPLK
1465,2020-10-31,USD,5594695000,3055247000,1652263000,1993672000,None,799960000,2471594000,185606000,142453000,1500283000,199210000,1301073000,344893000,18228000,341409000,261615000,75673000,3985383000,1257046000,16479000,874150000,None,None,2728337000,339394000,2275313000,None,2275313000,2275313000,476921000,3126000,1609312000,None,-2329903000,162000,161701267,SPLK
1466,2020-07-31,USD,5646492000,3080394000,1467895000,2056668000,None,793081000,2491600000,183829000,132743000,1501964000,209124000,1292840000,591682000,17653000,588773000,230645000,68888000,3977011000,1233667000,40804000,903902000,None,None,2743344000,349751000,2248396000,None,2248396000,2248396000,432269000,1889000,1669481000,None,-2128372000,160000,160387959,SPLK
1467,2020-04-30,USD,5224268000,2629181000,922507000,1756574000,None,645151000,2511701000,168221000,124543000,1516524000,223684000,1292840000,836465000,17142000,834067000,227456000,75735000,3414213000,1160044000,24874000,922185000,None,None,2254169000,364837000,1735046000,None,1735046000,1735046000,366126000,1145000,1810055000,None,-1867050000,158000,158841311,SPLK
1468,2020-01-31,USD,5439471000,2822815000,778653000,1755161000,None,838743000,2527666000,156928000,123497000,1531255000,238415000,1292840000,1007169000,35370000,976508000,228911000,68093000,3440042000,1312296000,18938000,1006209000,None,None,2127746000,235631000,1714630000,None,1714630000,1714630000,463981000,653000,1999429000,None,-1561471000,157000,157787548,SPLK
1469,2019-10-31,USD,5069797000,2647640000,873470000,1821822000,None,638050000,2354315000,125626000,116849000,1527453000,248997000,1278456000,1002541000,66933000,948352000,187768000,356042000,3243680000,1136648000,28026000,855600000,None,None,2107032000,246977000,1693951000,None,1693951000,1693951000,418745000,381000,1826117000,None,-1538743000,155000,155900867,SPLK
1470,2019-07-31,USD,4487570000,3145426000,1672005000,2575869000,None,408908000,1277439000,94869000,108305000,580805000,77417000,503388000,995926000,94009000,903864000,160649000,292528000,3053730000,1027215000,25924000,806258000,None,None,2026515000,191471000,1673569000,None,1673569000,1673569000,355921000,587000,1433840000,None,-1481104000,151000,151344012,SPLK
1471,2019-04-30,USD,4406744000,3114822000,1835229000,2675444000,None,285300000,1230489000,89615000,101925000,587885000,84497000,503388000,988622000,146159000,840215000,154078000,205155000,2980718000,973568000,23407000,805731000,None,39140000,2007150000,179227000,1653479000,39140000,1653479000,1653479000,318429000,445000,1426026000,None,-1380232000,150000,150170702,SPLK
1472,2019-01-31,USD,4500243000,3378463000,1876165000,2757385000,None,469658000,1057014000,158276000,101797000,595010000,91622000,503388000,982065000,110588000,881220000,151420000,37669000,2979786000,1045138000,20418000,877947000,None,None,1934648000,None,1634474000,None,1634474000,1634474000,351702000,95245000,1520457000,None,-1232044000,149000,149167298,SPLK
1473,2018-10-31,USD,4139674000,3108068000,1868116000,2671498000,None,303316000,979603000,156502000,95234000,602126000,98738000,503388000,975304000,113747000,803382000,133254000,107228000,2717807000,809396000,18669000,702579000,None,None,1908411000,None,1614945000,None,1614945000,1614945000,286140000,95474000,1421867000,None,-1234170000,148000,147783032,SPLK
1474,2018-07-31,USD,2151517000,1262666000,419681000,891583000,None,247827000,845416000,156409000,88787000,609253000,105865000,503388000,472652000,9750000,471902000,123256000,70004000,1004681000,741346000,14470000,661586000,None,68516000,263335000,None,None,68516000,None,None,232266000,96359000,1146836000,None,-1178465000,146000,146611514,SPLK
