,fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,Ticker
26,2021-06-30,USD,35653000000,61880000000,26227000000,26227000000,19361000000,8617000000,7675000000,16292000000,None,-76000000,389000000,76000000,61960000000,-90000000,None,2945000000,21985000000,3460000000,76000000,18525000000,18718000000,22061000000,25006000000,18525000000,GOOG
27,2021-03-31,USD,31211000000,55314000000,24103000000,24103000000,16437000000,7289000000,7485000000,14774000000,None,-76000000,345000000,76000000,55519000000,373000000,None,2753000000,21283000000,3353000000,76000000,17930000000,17294000000,21359000000,24112000000,17930000000,GOOG
28,2020-12-31,USD,30038000000,56118000000,26080000000,26080000000,15651000000,8145000000,7022000000,15167000000,None,-53000000,386000000,53000000,-125497000000,-420000000,None,3725000000,18689000000,3462000000,53000000,15227000000,15814000000,18742000000,22467000000,15227000000,GOOG
29,2020-09-30,USD,25013000000,46130000000,21117000000,21117000000,11213000000,6987000000,6856000000,13843000000,None,-48000000,460000000,48000000,46178000000,-88000000,None,3478000000,13359000000,2112000000,48000000,11247000000,11589000000,13407000000,16885000000,11247000000,GOOG
30,2020-06-30,USD,19744000000,38297000000,18553000000,18553000000,6383000000,6486000000,6875000000,13361000000,None,-13000000,433000000,13000000,38761000000,-147000000,None,3386000000,8277000000,1318000000,13000000,6959000000,7760000000,8290000000,11676000000,6959000000,GOOG
31,2020-03-31,USD,22177000000,41159000000,18982000000,18982000000,7977000000,7380000000,6820000000,14200000000,None,-21000000,586000000,21000000,41310000000,18000000,None,3108000000,7757000000,921000000,21000000,6836000000,6971000000,7778000000,10886000000,6836000000,GOOG
32,2019-12-31,USD,24855000000,45569000000,21020000000,21020000000,9266000000,8567000000,7222000000,15789000000,None,-17000000,621000000,17000000,45892000000,-72000000,None,3413000000,10704000000,33000000,17000000,10671000000,10635000000,10721000000,14134000000,10671000000,GOOG
33,2019-09-30,USD,22935000000,40503000000,17568000000,17568000000,9177000000,7200000000,6554000000,13754000000,None,-23000000,631000000,23000000,40526000000,68000000,None,2920000000,8628000000,1560000000,23000000,7068000000,6963000000,8651000000,11571000000,7068000000,GOOG
34,2019-06-30,USD,21749000000,39045000000,17296000000,17296000000,9180000000,6255000000,6213000000,12468000000,None,-25000000,653000000,25000000,39070000000,53000000,None,2835000000,12147000000,2200000000,25000000,9947000000,10636000000,12172000000,15007000000,9947000000,GOOG
35,2019-03-31,USD,20327000000,36339000000,16012000000,16012000000,6608000000,5993000000,6029000000,12022000000,None,-35000000,1417000000,35000000,36453000000,53000000,None,2613000000,8146000000,1489000000,35000000,6657000000,7213000000,8181000000,10794000000,6657000000,GOOG
36,2018-12-31,USD,21358000000,39276000000,17918000000,17918000000,8221000000,7121000000,6034000000,13155000000,None,-29000000,None,29000000,40666000000,68000000,None,2580000000,10072000000,1124000000,29000000,8948000000,8318000000,10101000000,12681000000,8948000000,GOOG
37,2018-09-30,USD,19459000000,33740000000,14281000000,14281000000,8625000000,5917000000,5232000000,11149000000,None,-28000000,None,28000000,34059000000,49000000,None,2355000000,10083000000,891000000,28000000,9192000000,9041000000,10111000000,12466000000,9192000000,GOOG
38,2018-06-30,USD,18774000000,32657000000,13883000000,13883000000,3045000000,5782000000,5114000000,10896000000,None,-27000000,None,27000000,33145000000,49000000,None,2114000000,4215000000,1020000000,27000000,3195000000,2340000000,4242000000,6356000000,3195000000,GOOG
39,2018-03-31,USD,17679000000,31146000000,13467000000,13467000000,7633000000,5639000000,5039000000,10678000000,None,-30000000,None,30000000,31122000000,212000000,None,1986000000,10543000000,1142000000,30000000,9401000000,9821000000,10573000000,12559000000,9401000000,GOOG
40,2023-01-31,USD,6284000000,8096000000,7931000000,2100000000,357000000,3971000000,1128000000,5927000000,None,None,314000000,None,8447000000,-10000000,None,1032000000,33000000,131000000,None,-98000000,109000000,357000000,1389000000,-98000000,CRM
41,2022-10-31,USD,5749000000,7786000000,7038000000,2088000000,460000000,4009000000,1280000000,5289000000,None,None,16000000,None,7752000000,-8000000,None,941000000,475000000,265000000,None,210000000,84000000,460000000,1401000000,210000000,CRM
42,2022-07-31,USD,5593000000,7839000000,7105000000,2127000000,193000000,4071000000,1329000000,5400000000,None,None,11000000,None,7783000000,-57000000,None,907000000,181000000,113000000,None,68000000,23000000,193000000,1100000000,68000000,CRM
43,2022-04-30,USD,5366000000,7492000000,6979000000,2045000000,20000000,4028000000,1318000000,5346000000,None,None,56000000,None,7457000000,-56000000,None,906000000,-29000000,-57000000,None,28000000,-116000000,20000000,926000000,28000000,CRM
44,2022-01-31,USD,5312000000,7272000000,7142000000,2014000000,-176000000,4197000000,1291000000,5488000000,None,-76000000,34000000,76000000,7326000000,-55000000,None,931000000,-197000000,-169000000,76000000,-28000000,-72000000,-176000000,810000000,-28000000,CRM
45,2021-10-31,USD,5019000000,7403000000,6585000000,1844000000,38000000,3778000000,1203000000,4981000000,None,-72000000,302000000,72000000,7361000000,-102000000,None,963000000,299000000,-169000000,72000000,468000000,430000000,38000000,1334000000,468000000,CRM
46,2021-07-31,USD,4727000000,7085000000,5707000000,1613000000,332000000,3375000000,1020000000,4395000000,None,-40000000,506000000,40000000,6978000000,-32000000,None,719000000,826000000,291000000,40000000,535000000,519000000,332000000,1585000000,535000000,CRM
47,2021-04-30,USD,4408000000,6369000000,5343000000,1555000000,354000000,3103000000,951000000,4054000000,None,-33000000,269000000,33000000,6392000000,-38000000,None,685000000,604000000,135000000,33000000,469000000,443000000,354000000,1322000000,469000000,CRM
48,2021-01-31,USD,4338000000,6122000000,5770000000,1479000000,193000000,3206000000,939000000,4145000000,None,-50000000,260000000,50000000,6172000000,-28000000,None,869000000,425000000,158000000,50000000,236000000,309000000,193000000,1344000000,267000000,CRM
49,2020-10-31,USD,4025000000,5412000000,4963000000,1394000000,224000000,2899000000,902000000,3801000000,19000000,-25000000,1030000000,25000000,5437000000,-10000000,None,670000000,1250000000,169000000,25000000,1081000000,1065000000,224000000,1945000000,1081000000,CRM
50,2020-07-31,USD,3840000000,5294000000,4724000000,1311000000,178000000,2764000000,898000000,3662000000,19000000,-25000000,676000000,25000000,5319000000,-21000000,None,649000000,839000000,-1786000000,25000000,2625000000,2692000000,178000000,1513000000,2625000000,CRM
51,2020-04-30,USD,3611000000,5199000000,4804000000,1254000000,-140000000,2892000000,859000000,3751000000,28000000,-25000000,195000000,25000000,5224000000,-5000000,None,658000000,47000000,-52000000,25000000,99000000,57000000,-140000000,730000000,99000000,CRM
52,2020-01-31,USD,3631000000,4851000000,4689000000,1220000000,-36000000,2836000000,831000000,3667000000,29000000,-30000000,30000000,30000000,4851000000,1000000,None,633000000,-4000000,244000000,30000000,-36000000,-267000000,-36000000,659000000,-248000000,CRM
53,2019-10-31,USD,3379000000,4625000000,4282000000,1134000000,65000000,2540000000,774000000,3314000000,32000000,-31000000,7000000,31000000,4665000000,-7000000,None,608000000,64000000,173000000,31000000,-109000000,-106000000,65000000,703000000,-109000000,CRM
54,2019-07-31,USD,3030000000,4029000000,3623000000,967000000,58000000,2199000000,607000000,2972000000,31000000,-34000000,31000000,34000000,3997000000,-3000000,None,457000000,164000000,73000000,34000000,91000000,79000000,58000000,655000000,91000000,CRM
55,2019-04-30,USD,2823000000,3964000000,3410000000,914000000,210000000,2059000000,554000000,2613000000,26000000,-35000000,272000000,35000000,3737000000,-9000000,None,437000000,482000000,90000000,35000000,392000000,385000000,210000000,954000000,392000000,CRM
56,2019-01-31,USD,2657000000,3603000000,3221000000,946000000,137000000,2002000000,518000000,2520000000,16000000,-41000000,None,41000000,3603000000,-23000000,None,275000000,239000000,-123000000,41000000,137000000,378000000,280000000,555000000,362000000,CRM
57,2018-10-31,USD,2503000000,3356000000,3075000000,889000000,92000000,1930000000,481000000,2411000000,13000000,-40000000,None,40000000,3392000000,-27000000,None,257000000,128000000,23000000,40000000,105000000,81000000,168000000,425000000,105000000,CRM
58,2018-07-31,USD,2432000000,3384000000,2955000000,849000000,115000000,1854000000,463000000,2317000000,12000000,-39000000,None,39000000,3281000000,-27000000,None,253000000,231000000,-68000000,39000000,299000000,282000000,270000000,523000000,299000000,CRM
59,2018-04-30,USD,2239000000,6180000000,2572000000,767000000,191000000,1624000000,424000000,2048000000,16000000,-34000000,None,34000000,3006000000,-17000000,None,197000000,385000000,41000000,34000000,344000000,330000000,419000000,616000000,344000000,CRM
60,2022-12-31,USD,798508000,1734978000,936470000,936470000,-188749000,214651000,440547000,987257000,None,38684000,425859000,291000,None,None,None,29822000,-614608000,9086000,None,-623694000,None,-614608000,-584786000,-623694000,SHOP
61,2022-09-30,USD,662332000,1366200000,703868000,703868000,-345366000,255125000,412359000,1007698000,None,20007000,188233000,290000,None,None,None,27625000,-157133000,1276000,None,-158409000,None,-156843000,-129218000,-158409000,SHOP
62,2022-06-30,USD,655642000,1295063000,639421000,639421000,-190208000,129901000,346667000,845850000,None,11636000,12505000,281000,None,None,None,16403000,-1198250000,5657000,None,-1203907000,None,-1197969000,-1181566000,-1203907000,SHOP
63,2022-03-31,USD,637637000,1203623000,565986000,565986000,-97976000,108088000,303661000,735613000,None,5315000,6189000,288000,None,None,None,16670000,-1652857000,-178449000,None,-1474408000,None,-1652569000,-1635899000,-1474408000,SHOP
64,2021-12-31,USD,692659000,1380024000,687365000,687365000,14404000,101054000,273912000,678255000,None,4040000,4918000,1465000,None,None,None,22241000,-488719000,-117408000,None,-371311000,None,-490184000,-467943000,-371311000,SHOP
65,2021-09-30,USD,608909000,1123740000,514831000,514831000,-4101000,128722000,221028000,613010000,None,3644000,4516000,872000,None,None,None,13604000,1340452000,192020000,None,1148432000,None,1341324000,1354928000,1148432000,SHOP
66,2021-06-30,USD,620860000,1119445000,498585000,498585000,139441000,77966000,183557000,481419000,None,2222000,3092000,870000,None,None,None,14663000,919315000,40222000,None,879093000,None,920185000,934848000,879093000,SHOP
67,2021-03-31,USD,558716000,988647000,429931000,429931000,118899000,77708000,175886000,439817000,None,1957000,2830000,873000,None,None,None,15800000,1369544000,111099000,None,1258445000,None,1370417000,1386217000,1258445000,SHOP
68,2020-12-31,USD,504388000,977744000,473356000,473356000,112541000,78042000,159077000,391847000,None,-4620000,3227000,7847000,None,None,None,17893000,109753000,-14119000,None,123872000,None,117600000,135493000,123872000,SHOP
69,2020-09-30,USD,405148000,767405000,362257000,362257000,50561000,63552000,143427000,354587000,None,2550000,3788000,1238000,None,None,None,17870000,186367000,-4701000,None,191068000,None,187605000,205475000,191068000,SHOP
70,2020-06-30,USD,375034000,714341000,339307000,339307000,284000,96673000,133227000,374750000,None,5952000,5952000,None,None,None,None,19931000,4368000,-31630000,None,35998000,None,4368000,24299000,35998000,SHOP
71,2020-03-31,USD,256950000,470001000,213051000,213051000,-73233000,44842000,116396000,330183000,None,10467000,10467000,10467000,None,None,None,14366000,-60124000,-28695000,None,-31429000,None,-49657000,-35291000,-31429000,SHOP
72,2019-12-31,USD,263891000,505160000,241269000,241269000,-30079000,59154000,102753000,293970000,None,12286000,12286000,None,None,None,None,12701000,-18540000,-19311000,None,771000,None,-18540000,-5839000,771000,SHOP
73,2019-09-30,USD,216696000,390552000,173856000,173856000,-35658000,45421000,90387000,252354000,None,11644000,11644000,None,None,None,None,8743000,-24446000,48338000,None,-72784000,None,-24446000,-15703000,-72784000,SHOP
74,2019-06-30,USD,204765000,361979000,157214000,157214000,-39620000,39655000,85520000,244385000,None,12174000,12174000,None,None,None,None,7375000,-28678000,None,None,-28678000,None,-28678000,-21303000,-28678000,SHOP
75,2019-03-31,USD,180291000,320482000,140191000,140191000,-35790000,34704000,76355000,216081000,None,12078000,12078000,None,None,None,None,6832000,-24151000,None,None,-24151000,None,-24151000,-17319000,-24151000,SHOP
76,2018-12-31,USD,185743000,343862000,158119000,158119000,-9458000,33014000,67024000,195201000,None,None,None,0,None,None,None,5848000,-1514000,0,None,-1514000,None,-1514000,4334000,-1514000,SHOP
77,2018-09-30,USD,149727000,270064000,120337000,120337000,-31368000,27831000,61629000,181095000,None,None,None,0,None,None,None,6196000,-23184000,0,None,-23184000,None,-23184000,-16988000,-23184000,SHOP
78,2018-06-30,USD,136955000,244963000,108008000,108008000,-30761000,25924000,54305000,167716000,None,None,None,0,None,None,None,7426000,-23953000,0,None,-23953000,None,-23953000,-16527000,-23953000,SHOP
79,2018-03-31,USD,123842000,214340000,90498000,90498000,-20333000,20675000,47716000,144175000,None,None,None,0,None,None,None,7582000,-15902000,0,None,-15902000,None,-15902000,-8320000,-15902000,SHOP
80,2017-12-31,USD,121145000,222814000,101669000,101669000,-6113000,19745000,40339000,127258000,None,None,None,0,None,None,None,7758000,-2987000,0,None,-45077000,None,-2987000,4771000,-2987000,SHOP
81,2022-12-31,USD,1660195000,4650902000,2990707000,18320000,-135181000,991267000,604524000,1593555000,None,-1472000,28071000,1472000,None,24407000,37200000,35344000,-108448000,5375000,None,-117621000,397468000,-135181000,-99837000,-113823000,SQ
82,2022-09-30,USD,1567089000,4515541000,2948452000,18506000,-48789000,881275000,548037000,1468292000,None,-6042000,6754000,6042000,None,18798000,32900000,37361000,-32000000,-17289000,None,-18744000,-631434000,-48789000,-11428000,-14711000,SQ
83,2022-06-30,USD,1469648000,4404499000,2934851000,17899000,-213773000,926547000,524827000,1526763000,None,-12966000,18081000,12966000,None,18766000,33500000,39389000,-206714000,1300000,None,-209273000,-856287000,-213773000,-174384000,-208014000,SQ
84,2022-03-31,USD,1294960000,3960645000,2665685000,15469000,-226789000,945838000,484761000,1472759000,None,-15748000,33993000,15748000,None,33472000,27900000,42160000,-205901000,-1702000,None,-207363000,30593000,-226789000,-184629000,-204199000,SQ
85,2021-12-31,USD,1182043000,4078534000,2896491000,6589000,-54614000,783699000,391343000,1081156000,None,-12998000,18513000,12998000,0,-6775000,25800000,-11511000,-70193000,6636000,58100000,-81023000,-93311000,-54614000,-66125000,-76829000,SQ
86,2021-09-30,USD,1133215000,3844727000,2711512000,6351000,22996000,675326000,360729000,1059053000,None,-13409000,20245000,13409000,0,-12011000,27000000,11140000,536000,452000,0,-2924000,-15165000,22996000,34136000,84000,SQ
87,2021-06-30,USD,1141064000,4680672000,3539608000,5405000,124994000,596121000,324059000,977131000,None,-6464000,70280000,6464000,73300000,75788000,19200000,9234000,194661000,-9360000,0,203678000,201660000,124994000,134228000,204021000,SQ
88,2021-03-31,USD,963501000,5057270000,4093769000,4300000,67736000,545369000,310141000,880791000,None,-253000,29153000,253000,-28900000,-27528000,22300000,6884000,39955000,947000,0,39008000,25879000,67736000,74620000,39008000,SQ
89,2020-12-31,USD,803690000,3158970000,2355280000,2355280000,45183000,487996000,250670000,728165000,None,-17988000,256311000,17988000,272042000,271212000,16800000,-13279000,298407000,4448000,79458000,293945000,305377000,45183000,31904000,293959000,SQ
90,2020-09-30,USD,794455000,3033874000,2239419000,2239419000,49342000,502365000,227550000,734448000,None,-14980000,14980000,14980000,-1403000,784000,15400000,5516000,35146000,-1369000,1403000,36546000,44059000,49342000,54858000,36515000,SQ
91,2020-06-30,USD,596763000,1923625000,1326862000,1326862000,-23052000,374482000,207730000,586310000,None,-14769000,6229000,14769000,0,25591000,16900000,5003000,-12230000,-752000,0,-11478000,-3680000,-23052000,-18049000,-11478000,SQ
92,2020-03-31,USD,538501000,1381109000,842608000,842608000,-90288000,324030000,194986000,524222000,None,-9206000,-9206000,0,-990000,-5862000,15900000,5206000,-105356000,535000,990000,-105891000,-110952000,-90288000,-100150000,-105891000,SQ
93,2019-12-31,USD,527049000,1313429000,786380000,786380000,17348000,303395000,176843000,383290000,None,-6060000,38840000,44900000,0,6715000,15000000,-10118000,391407000,467000,0,390981000,394956000,17348000,426189000,390940000,SQ
94,2019-09-30,USD,500037000,1266474000,766437000,766437000,32094000,265447000,168771000,467943000,None,-5632000,-5632000,0,0,5541000,15300000,5125000,31997000,2600000,0,29397000,27936000,32094000,37122000,29397000,SQ
95,2019-06-30,USD,465845000,1174238000,708393000,708393000,-843000,256929000,174201000,466688000,None,-5143000,-5143000,0,0,-1230000,14800000,5242000,-7240000,-500000,0,-6740000,-4242000,-843000,-1998000,-6740000,SQ
96,2019-03-31,USD,396754000,959359000,562605000,562605000,-22042000,235311000,154350000,418796000,None,-4681000,-4681000,0,0,-11299000,15500000,3487000,-38022000,129000,0,-38122000,-35522000,-22042000,-34535000,-38151000,SQ
97,2018-12-31,USD,380054000,932528000,552474000,552474000,-3108000,214750000,141811000,383162000,None,-5176000,None,11296000,903378000,-19439000,17600000,22638000,-27678000,526000,3422000,-28249000,-27912000,-3108000,-5085000,-28204000,SQ
98,2018-09-30,USD,352660000,882108000,529448000,529448000,-9867000,201864000,135773000,362527000,None,-7224000,None,7224000,857700000,37800000,11700000,4384000,20743000,1100000,None,19643000,17754000,-9867000,-5483000,19643000,SQ
99,2018-06-30,USD,315816000,814938000,499122000,499122000,-2647000,181015000,114800000,318463000,None,-3470000,None,2655000,792300000,815000,9300000,2816000,-5302000,604000,None,-5902000,-9068000,-2647000,169000,-5906000,SQ
100,2018-03-31,USD,255170000,668603000,413433000,21282000,-20992000,152767000,105095000,276162000,None,-2112000,None,2819000,648800000,-707000,8300000,269000,-23786000,200000,None,-24011000,-23962000,-20992000,-20723000,-23986000,SQ
101,2022-12-31,USD,372642000,466870000,295175000,96757000,-34628000,188614000,218656000,407270000,None,-3019000,11793000,3019000,468889000,8774000,None,9804000,-25854000,3180000,3019000,-29034000,-16132000,-22835000,-13031000,-29034000,DDOG
102,2022-09-30,USD,342934000,432805000,264587000,93599000,-31342000,168888000,205388000,374276000,None,-3728000,9087000,3728000,436533000,8283000,None,9313000,-23059000,2926000,3728000,-25985000,-32800000,-19331000,-10018000,-25985000,DDOG
103,2022-06-30,USD,324213000,401597000,233278000,81925000,-3139000,149653000,177699000,327352000,None,-4541000,7669000,4541000,406138000,3128000,None,8118000,-11000,4868000,4541000,-4879000,-10833000,4530000,12648000,-4879000,DDOG
104,2022-03-31,USD,288568000,356960000,209402000,74462000,10414000,127546000,150608000,278154000,None,-5247000,5496000,5247000,362207000,440000,None,7394000,10854000,1116000,5247000,9738000,1013000,16101000,23495000,9738000,DDOG
105,2021-12-31,USD,259049000,321443000,191570000,67149000,8455000,117545000,133049000,250594000,None,-5604000,5681000,5604000,326047000,77000,None,6876000,8532000,1363000,5604000,7169000,3527000,14136000,21012000,7169000,DDOG
106,2021-09-30,USD,207156000,265786000,164208000,63332000,-4895000,99376000,112675000,212051000,4830000,-4912000,4830000,4912000,270698000,128000,None,6197000,-4767000,717000,4912000,-5484000,-6504000,145000,6342000,-5484000,DDOG
107,2021-06-30,USD,176451000,228485000,149756000,57098000,-9886000,91558000,94779000,186337000,None,-5064000,5242000,5064000,233549000,228000,None,5463000,-9658000,-296000,5064000,-9362000,-9282000,-4594000,869000,-9362000,DDOG
108,2021-03-31,USD,151883000,193074000,136515000,46666000,-12830000,85447000,79266000,164713000,None,-5472000,5898000,5472000,198546000,301000,None,4402000,-12529000,539000,5472000,-13068000,-14603000,-7057000,-2655000,-13068000,DDOG
109,2020-12-31,USD,136674000,165515000,122854000,40857000,-8938000,77914000,67698000,145612000,None,-13010000,6781000,13010000,177525000,-6229000,None,4083000,-15167000,993000,13010000,-16160000,-16518000,-2157000,1926000,-16160000,DDOG
110,2020-09-30,USD,120691000,142252000,107802000,33984000,-9267000,73518000,56440000,129958000,6585000,-12423000,6585000,12423000,154675000,-5288000,None,3972000,-14555000,595000,12423000,-15150000,-14570000,-2132000,1840000,-15150000,DDOG
111,2020-06-30,USD,111134000,135718000,93894000,28878000,654000,64816000,45664000,110480000,None,-4294000,4466000,4294000,140012000,172000,None,3707000,826000,542000,4294000,284000,3411000,5120000,8827000,284000,DDOG
112,2020-03-31,USD,104769000,129061000,90334000,26479000,3778000,60167000,40824000,100991000,None,-2185000,-1478000,707000,131246000,2896000,None,3688000,6674000,195000,2185000,6479000,5284000,7381000,11069000,6479000,DDOG
113,2019-12-31,USD,87920000,111866000,83610000,25724000,-2266000,54292000,35894000,90186000,None,-1712000,-5368000,-3656000,113378000,3518000,None,3594000,1252000,361000,1712000,891000,1078000,-2266000,1190000,891000,DDOG
114,2019-09-30,USD,72567000,96064000,71598000,23297000,-4218000,48101000,28684000,76785000,None,None,None,None,95864000,90000,None,4007000,-4128000,33000,None,-4161000,-4206000,-4218000,-211000,-4161000,DDOG
115,2019-06-30,USD,62244000,83222000,20978000,20978000,-3994000,6088000,24032000,66238000,None,326000,326000,None,None,326000,None,2658000,-3668000,281000,None,-3949000,-3938000,-3994000,-1336000,-3949000,DDOG
116,2019-03-31,USD,51100000,70050000,18950000,18950000,-9662000,7840000,22815000,60762000,None,None,None,None,None,230000,None,2111000,-9432000,59000,None,-9491000,-9541000,-9662000,-7551000,-9491000,DDOG
117,2018-12-31,USD,45771000,61610000,15839000,15839000,-6674000,5623000,17720000,52445000,None,None,None,None,None,181000,None,1787000,-6493000,94000,None,-9491000,-6541000,-6674000,-4887000,-6587000,DDOG
118,2018-09-30,USD,38976000,51074000,12098000,12098000,-4635000,4322000,14159000,43611000,None,None,None,None,None,311000,None,1743000,-4324000,349000,None,-4673000,-4683000,-4635000,-2581000,-4673000,DDOG
119,2022-10-31,USD,366307000,560028000,562760000,190721000,-206019000,360939000,211387000,572326000,None,21857000,21857000,21857000,557028000,-13271000,6600000,11100000,-196927000,4009000,None,-201442000,-222764000,-206019000,-194919000,-200936000,SNOW
120,2022-07-31,USD,324016000,500548000,531532000,173232000,-207732000,348000000,183748000,531748000,None,11692000,11692000,11692000,497248000,-22920000,5900000,10300000,-218960000,3846000,None,-222806000,-224076000,-207732000,-197432000,-222806000,SNOW
121,2022-04-30,USD,274441000,425771000,478840000,147930000,-188766000,312409000,150798000,463207000,None,4759000,4759000,None,422371000,-8481000,4600000,18501000,-192488000,-26694000,None,-165794000,-196095000,-188766000,-170265000,-165794000,SNOW
122,2022-01-31,USD,249594000,386696000,425806000,134180000,-152029000,278474000,123149000,401623000,None,2342000,2342000,2342000,383774000,19080000,3800000,13152000,-130607000,1546000,None,-132153000,-144953000,-152029000,-138877000,-132153000,SNOW
123,2021-10-31,USD,213655000,337841000,377712000,120786000,-157271000,255026000,115900000,370926000,None,1985000,1985000,None,334441000,1609000,3600000,1900000,-153677000,1179000,None,-154856000,-159483000,-157271000,-155371000,-154856000,SNOW
124,2021-07-31,USD,166077000,275398000,356152000,106121000,-200141000,248131000,118087000,366218000,None,2190000,2190000,None,272198000,8746000,3500000,1900000,-189205000,514000,None,-189719000,-188944000,-200141000,-198241000,-189719000,SNOW
125,2021-04-30,USD,131568000,232114000,334829000,97346000,-205595000,227367000,109796000,337163000,None,2612000,2612000,None,228914000,-488000,2900000,10116000,-203471000,-251000,None,-203220000,-203293000,-205595000,-195479000,-203220000,SNOW
126,2021-01-31,USD,107561000,193644000,297765000,82904000,-200397000,213961000,93997000,307958000,None,1853000,1853000,None,190465000,951000,2200000,900000,-197593000,1342000,None,-198935000,-198871000,-200397000,-199497000,-198935000,SNOW
127,2020-10-31,USD,92943000,162824000,255840000,66681000,-169454000,188259000,74138000,262397000,1517000,1517000,1517000,None,159624000,-519000,2000000,900000,-168456000,433000,None,-168889000,-169660000,-169454000,-168554000,-168889000,SNOW
128,2020-07-31,USD,82699000,133145000,50446000,50446000,-77683000,123849000,36533000,160382000,None,1689000,1689000,None,None,-1109000,1700000,None,-77103000,531000,None,-77634000,-77983000,-77683000,-75443000,-77634000,SNOW
129,2020-04-30,USD,66258000,133145000,50446000,42557000,-96403000,31186000,33278000,162661000,None,None,None,None,None,67000,1100000,2240000,-93888000,-244000,None,None,-92365000,-96403000,-74863000,-93644000,SNOW
130,2020-01-31,USD,53170000,None,None,34522000,-85112000,None,29709000,138282000,None,None,None,None,None,-186000,1000000,None,-82999000,255000,None,None,-83292000,-85112000,None,-83254000,SNOW
131,2019-10-31,USD,43523000,None,None,29489000,-90132000,None,27669000,133655000,None,None,None,None,None,-40000,600000,None,-87681000,376000,None,None,-87887000,-90132000,None,-88057000,SNOW
132,2022-12-31,USD,206912000,274700000,67788000,67788000,-50691000,177900000,79703000,257603000,None,-875000,8323000,875000,276700000,-1602000,24000000,4900000,-44845000,1072000,875000,-45917000,-40515000,-43970000,-39070000,-45917000,NET
133,2022-09-30,USD,191890000,253857000,61967000,61967000,-45947000,161405000,76432000,237837000,None,-1512000,2340000,1512000,253857000,2433000,21900000,4900000,-41174000,1372000,1512000,-42546000,-43766000,-39662000,-34762000,-42546000,NET
134,2022-06-30,USD,178713000,234517000,55804000,55804000,-64541000,168140000,75114000,243254000,None,-1040000,1641000,1040000,234517000,233000,20000000,4900000,-63737000,-200000,1040000,-63507000,-66870000,-62697000,-57797000,-63537000,NET
135,2022-03-31,USD,165116000,212167000,47051000,47051000,-40024000,138086000,67054000,205140000,None,-1557000,1061000,1557000,212167000,-487000,18900000,500000,-41007000,374000,1557000,-41381000,-51481000,-39450000,-38950000,-41381000,NET
136,2021-12-31,USD,151100000,193596000,42496000,42496000,-41064000,130402000,61762000,192164000,None,-16108000,15440000,16108000,193196000,-426000,17100000,800000,-56930000,20571000,16108000,-77501000,-79935000,-40822000,-40022000,-77501000,NET
137,2021-09-30,USD,134822000,172347000,37525000,37525000,-26494000,114546000,46770000,161316000,None,-12448000,12063000,12448000,100113000,361000,16100000,700000,-110430000,-3095000,84682000,-107335000,-107502000,-97982000,-97282000,-107335000,NET
138,2021-06-30,USD,117399000,152428000,35029000,35029000,-28872000,104922000,41349000,146271000,None,-10444000,10071000,10444000,152428000,-877000,15100000,700000,-39810000,-4300000,10261000,-35510000,-35588000,-29366000,-28666000,-35510000,NET
139,2021-03-31,USD,105971000,138055000,32084000,32084000,-31254000,97698000,39527000,137225000,None,-10234000,544000,10234000,138055000,148000,14000000,700000,-40796000,-833000,10049000,-39996000,-40092000,-30562000,-29862000,-39963000,NET
140,2020-12-31,USD,96861000,125926000,29065000,29065000,-24741000,86845000,34757000,121602000,None,-10062000,846000,10062000,125026000,113000,13100000,1000000,-33824000,197000,9842000,-34021000,-34428000,-23762000,-22762000,-34021000,NET
141,2020-09-30,USD,87157000,114162000,27005000,27005000,-21252000,77507000,30902000,108409000,None,-9828000,8512000,9828000,114162000,-208000,12100000,700000,-29972000,-3504000,9640000,-26468000,-27122000,-20144000,-19444000,-26468000,NET
142,2020-06-30,USD,75557000,99721000,24164000,24164000,-24704000,72130000,28131000,100261000,None,-5007000,3150000,5007000,99721000,-219000,10800000,700000,-28073000,-1938000,4854000,-26135000,-26318000,-23066000,-22366000,-26135000,NET
143,2020-03-31,USD,70429000,91250000,20821000,20821000,-36071000,73146000,33354000,106500000,None,-67000,2502000,67000,91250000,485000,9900000,700000,-33084000,-338000,0,-32746000,-31400000,-33017000,-32317000,-32746000,NET
144,2019-12-31,USD,65732000,83930000,18198000,18198000,-29942000,69385000,26289000,95674000,None,-142000,2823000,142000,83730000,-412000,8600000,10000,-27540000,615000,1112000,-28155000,-28167000,-27398000,-27388000,-28155000,NET
145,2019-09-30,USD,57908000,73941000,16033000,16033000,-41086000,71131000,27863000,98994000,None,-407000,672000,407000,73941000,-651000,7700000,30000,-41065000,-212000,0,-40853000,-40846000,-40658000,-40628000,-40853000,NET
146,2019-06-30,USD,52592000,67424000,14832000,14832000,-19771000,17659000,18868000,72363000,None,540000,540000,290000,None,-86000,7000000,6990000,-19317000,389000,0,-19706000,-19655000,-19027000,-12037000,-19706000,NET
